"V1","V2"
"Direct-Display-Affiliate-Organic Search-Direct-Paid Search-End",4
"Direct-Display-Affiliate-Organic Search-Direct-Organic Search-End",1
"Direct-Display-Affiliate-Organic Search-Display-Paid Search-End",1
"Direct-Display-Affiliate-Organic Search-Paid Search-Direct-End",3
"Direct-Display-Affiliate-Organic Search-Paid Search-Social-End",6
"Direct-Display-Affiliate-Organic Search-Paid Search-Organic Search-End",1
"Direct-Display-Affiliate-Organic Search-Display-End",1
"Direct-Display-Paid Search-Direct-Display-Direct-End",108
"Direct-Display-Paid Search-Direct-Display-Social-End",80
"Direct-Display-Paid Search-Direct-Display-Affiliate-End",5
"Direct-Display-Paid Search-Direct-Display-Paid Search-End",301
"Direct-Display-Paid Search-Direct-Display-Organic Search-End",45
"Direct-Display-Paid Search-Direct-Affiliate-Direct-End",11
"Direct-Display-Paid Search-Direct-Affiliate-Social-End",12
"Direct-Display-Paid Search-Direct-Affiliate-Display-End",9
"Direct-Display-Paid Search-Direct-Affiliate-Paid Search-End",49
"Direct-Display-Paid Search-Direct-Paid Search-Direct-End",282
"Direct-Display-Paid Search-Direct-Paid Search-Social-End",227
"Direct-Display-Paid Search-Direct-Paid Search-Display-End",143
"Direct-Display-Paid Search-Direct-Paid Search-Affiliate-End",17
"Direct-Display-Paid Search-Direct-Paid Search-Organic Search-End",51
"Direct-Display-Paid Search-Direct-Organic Search-Direct-End",37
"Direct-Display-Paid Search-Direct-Organic Search-Social-End",2
"Direct-Display-Paid Search-Direct-Organic Search-Paid Search-End",94
"Direct-Display-Paid Search-Display-Direct-Social-End",51
"Direct-Display-Paid Search-Display-Direct-Display-End",207
"Direct-Display-Paid Search-Display-Direct-Affiliate-End",25
"Direct-Display-Paid Search-Display-Direct-Paid Search-End",204
"Direct-Display-Paid Search-Display-Direct-Organic Search-End",16
"Direct-Display-Paid Search-Display-Affiliate-Direct-End",13
"Direct-Display-Paid Search-Display-Affiliate-Social-End",7
"Direct-Display-Paid Search-Display-Affiliate-Display-End",26
"Direct-Display-Paid Search-Display-Affiliate-Paid Search-End",37
"Direct-Display-Paid Search-Display-Affiliate-Organic Search-End",2
"Direct-Display-Paid Search-Display-Paid Search-Direct-End",316
"Direct-Display-Paid Search-Display-Paid Search-Social-End",687
"Direct-Display-Paid Search-Display-Paid Search-Display-End",1199
"Direct-Display-Paid Search-Display-Paid Search-Affiliate-End",28
"Direct-Display-Paid Search-Display-Paid Search-Organic Search-End",112
"Direct-Display-Paid Search-Display-Organic Search-Direct-End",61
"Direct-Display-Paid Search-Display-Organic Search-Social-End",18
"Direct-Display-Paid Search-Display-Organic Search-Display-End",33
"Direct-Display-Paid Search-Display-Organic Search-Paid Search-End",241
"Direct-Display-Paid Search-Affiliate-Direct-Social-End",6
"Direct-Display-Paid Search-Affiliate-Direct-Display-End",5
"Direct-Display-Paid Search-Affiliate-Direct-Affiliate-End",2
"Direct-Display-Paid Search-Affiliate-Direct-Paid Search-End",11
"Direct-Display-Paid Search-Affiliate-Direct-Organic Search-End",1
"Direct-Display-Paid Search-Affiliate-Display-Direct-End",5
"Direct-Display-Paid Search-Affiliate-Display-Social-End",10
"Direct-Display-Paid Search-Affiliate-Display-Affiliate-End",3
"Direct-Display-Paid Search-Affiliate-Display-Paid Search-End",15
"Direct-Display-Paid Search-Affiliate-Display-Organic Search-End",2
"Direct-Display-Paid Search-Affiliate-Paid Search-Direct-End",12
"Direct-Display-Paid Search-Affiliate-Paid Search-Social-End",21
"Direct-Display-Paid Search-Affiliate-Paid Search-Display-End",13
"Direct-Display-Paid Search-Affiliate-Paid Search-Affiliate-End",6
"Direct-Display-Paid Search-Affiliate-Paid Search-Organic Search-End",3
"Direct-Display-Paid Search-Affiliate-Organic Search-Affiliate-End",1
"Direct-Display-Paid Search-Affiliate-Organic Search-Paid Search-End",6
"Direct-Display-Paid Search-Organic Search-Affiliate-End",2
"Direct-Display-Paid Search-Organic Search-Direct-Social-End",18
"Direct-Display-Paid Search-Organic Search-Direct-Display-End",13
"Direct-Display-Paid Search-Organic Search-Direct-Affiliate-End",2
"Direct-Display-Paid Search-Organic Search-Direct-Paid Search-End",84
"Direct-Display-Paid Search-Organic Search-Direct-Organic Search-End",13
"Direct-Display-Paid Search-Organic Search-Display-Direct-End",4
"Direct-Display-Paid Search-Organic Search-Display-Social-End",5
"Direct-Display-Paid Search-Organic Search-Display-Affiliate-End",1
"Direct-Display-Paid Search-Organic Search-Display-Paid Search-End",5
"Direct-Display-Paid Search-Organic Search-Display-Organic Search-End",5
"Direct-Display-Paid Search-Organic Search-Affiliate-Paid Search-End",1
"Direct-Display-Paid Search-Organic Search-Affiliate-Organic Search-End",1
"Direct-Display-Paid Search-Organic Search-Paid Search-Direct-End",61
"Direct-Display-Paid Search-Organic Search-Paid Search-Social-End",156
"Direct-Display-Paid Search-Organic Search-Paid Search-Display-End",77
"Direct-Display-Paid Search-Organic Search-Paid Search-Affiliate-End",10
"Direct-Display-Paid Search-Organic Search-Paid Search-Organic Search-End",127
"Direct-Display-Organic Search-Direct-Display-Direct-End",20
"Direct-Display-Organic Search-Direct-Display-Social-End",20
"Direct-Display-Organic Search-Direct-Display-Affiliate-End",1
"Direct-Display-Organic Search-Direct-Display-Paid Search-End",19
"Direct-Display-Organic Search-Direct-Display-Organic Search-End",23
"Direct-Display-Organic Search-Direct-Affiliate-Direct-End",2
"Direct-Display-Organic Search-Direct-Affiliate-Social-End",1
"Direct-Display-Organic Search-Direct-Affiliate-Paid Search-End",22
"Direct-Display-Organic Search-Direct-Affiliate-Organic Search-End",1
"Direct-Display-Organic Search-Direct-Paid Search-Direct-End",89
"Direct-Display-Organic Search-Direct-Paid Search-Social-End",127
"Direct-Display-Organic Search-Direct-Paid Search-Display-End",47
"Direct-Display-Organic Search-Direct-Paid Search-Affiliate-End",3
"Direct-Display-Organic Search-Direct-Paid Search-Organic Search-End",32
"Direct-Display-Organic Search-Direct-Organic Search-Direct-End",43
"Direct-Display-Organic Search-Direct-Organic Search-Social-End",5
"Direct-Display-Organic Search-Direct-Organic Search-Display-End",2
"Direct-Display-Organic Search-Direct-Organic Search-Paid Search-End",28
"Direct-Display-Organic Search-Display-Direct-Social-End",1
"Direct-Display-Organic Search-Display-Direct-Display-End",26
"Direct-Display-Organic Search-Display-Direct-Affiliate-End",1
"Direct-Display-Organic Search-Display-Direct-Paid Search-End",4
"Direct-Display-Organic Search-Display-Direct-Organic Search-End",2
"Direct-Display-Organic Search-Display-Affiliate-Direct-End",1
"Direct-Display-Organic Search-Display-Affiliate-Display-End",2
"Direct-Display-Organic Search-Display-Paid Search-Direct-End",4
"Direct-Display-Organic Search-Display-Paid Search-Social-End",10
"Direct-Display-Organic Search-Display-Paid Search-Display-End",93
"Direct-Display-Organic Search-Display-Paid Search-Organic Search-End",4
"Direct-Display-Organic Search-Display-Organic Search-Direct-End",7
"Direct-Display-Organic Search-Display-Organic Search-Social-End",7
"Direct-Display-Organic Search-Display-Organic Search-Display-End",23
"Direct-Display-Organic Search-Display-Organic Search-Paid Search-End",29
"Direct-Display-Organic Search-Affiliate-Display-Paid Search-End",1
"Direct-Display-Organic Search-Affiliate-Display-Organic Search-End",1
"Direct-Display-Organic Search-Affiliate-Paid Search-Direct-End",2
"Direct-Display-Organic Search-Affiliate-Paid Search-Social-End",2
"Direct-Display-Organic Search-Affiliate-Paid Search-Affiliate-End",3
"Direct-Display-Organic Search-Affiliate-Paid Search-Organic Search-End",1
"Direct-Display-Organic Search-Paid Search-Direct-Social-End",33
"Direct-Display-Organic Search-Paid Search-Direct-Display-End",33
"Direct-Display-Organic Search-Paid Search-Direct-Affiliate-End",9
"Direct-Display-Organic Search-Paid Search-Direct-Paid Search-End",110
"Direct-Display-Organic Search-Paid Search-Direct-Organic Search-End",29
"Direct-Display-Organic Search-Paid Search-Display-Direct-End",21
"Direct-Display-Organic Search-Paid Search-Display-Social-End",74
"Direct-Display-Organic Search-Paid Search-Display-Affiliate-End",7
"Direct-Display-Organic Search-Paid Search-Display-Paid Search-End",107
"Direct-Display-Organic Search-Paid Search-Display-Organic Search-End",132
"Direct-Display-Organic Search-Paid Search-Affiliate-Direct-End",1
"Direct-Display-Organic Search-Paid Search-Affiliate-Social-End",6
"Direct-Display-Organic Search-Paid Search-Affiliate-Display-End",1
"Direct-Display-Organic Search-Paid Search-Affiliate-Paid Search-End",11
"Direct-Display-Organic Search-Paid Search-Organic Search-Direct-End",26
"Direct-Display-Organic Search-Paid Search-Organic Search-Social-End",39
"Direct-Display-Organic Search-Paid Search-Organic Search-Display-End",17
"Direct-Display-Organic Search-Paid Search-Organic Search-Affiliate-End",4
"Direct-Display-Organic Search-Paid Search-Organic Search-Paid Search-End",648
"Direct-Affiliate-Direct-Organic Search-Display-End",1
"Direct-Affiliate-Direct-Display-Direct-Social-End",5
"Direct-Affiliate-Direct-Display-Direct-Display-End",4
"Direct-Affiliate-Direct-Display-Direct-Affiliate-End",3
"Direct-Affiliate-Direct-Display-Direct-Paid Search-End",14
"Direct-Affiliate-Direct-Display-Direct-Organic Search-End",2
"Direct-Affiliate-Direct-Display-Affiliate-Direct-End",7
"Direct-Affiliate-Direct-Display-Affiliate-Social-End",3
"Direct-Affiliate-Direct-Display-Affiliate-Paid Search-End",1
"Direct-Affiliate-Direct-Display-Paid Search-Direct-End",25
"Direct-Affiliate-Direct-Display-Paid Search-Social-End",23
"Direct-Affiliate-Direct-Display-Paid Search-Display-End",8
"Direct-Affiliate-Direct-Display-Paid Search-Affiliate-End",6
"Direct-Affiliate-Direct-Display-Paid Search-Organic Search-End",5
"Direct-Affiliate-Direct-Display-Organic Search-Direct-End",6
"Direct-Affiliate-Direct-Display-Organic Search-Social-End",1
"Direct-Affiliate-Direct-Display-Organic Search-Display-End",2
"Direct-Affiliate-Direct-Display-Organic Search-Paid Search-End",12
"Direct-Affiliate-Direct-Affiliate-Direct-Social-End",26
"Direct-Affiliate-Direct-Affiliate-Direct-Display-End",5
"Direct-Affiliate-Direct-Affiliate-Direct-Affiliate-End",98
"Direct-Affiliate-Direct-Affiliate-Direct-Paid Search-End",40
"Direct-Affiliate-Direct-Affiliate-Direct-Organic Search-End",11
"Direct-Affiliate-Direct-Affiliate-Display-Direct-End",3
"Direct-Affiliate-Direct-Affiliate-Display-Social-End",12
"Direct-Affiliate-Direct-Affiliate-Display-Affiliate-End",7
"Direct-Affiliate-Direct-Affiliate-Display-Paid Search-End",8
"Direct-Affiliate-Direct-Affiliate-Display-Organic Search-End",1
"Direct-Affiliate-Direct-Affiliate-Paid Search-Direct-End",46
"Direct-Affiliate-Direct-Affiliate-Paid Search-Social-End",71
"Direct-Affiliate-Direct-Affiliate-Paid Search-Display-End",4
"Direct-Affiliate-Direct-Affiliate-Paid Search-Affiliate-End",31
"Direct-Affiliate-Direct-Affiliate-Paid Search-Organic Search-End",8
"Direct-Affiliate-Direct-Affiliate-Organic Search-Direct-End",2
"Direct-Affiliate-Direct-Affiliate-Organic Search-Social-End",2
"Direct-Affiliate-Direct-Affiliate-Organic Search-Affiliate-End",2
"Direct-Affiliate-Direct-Affiliate-Organic Search-Paid Search-End",11
"Direct-Affiliate-Direct-Paid Search-Direct-Social-End",43
"Direct-Affiliate-Direct-Paid Search-Direct-Display-End",8
"Direct-Affiliate-Direct-Paid Search-Direct-Affiliate-End",46
"Direct-Affiliate-Direct-Paid Search-Direct-Paid Search-End",144
"Direct-Affiliate-Direct-Paid Search-Direct-Organic Search-End",16
"Direct-Affiliate-Direct-Paid Search-Display-Direct-End",7
"Direct-Affiliate-Direct-Paid Search-Display-Social-End",7
"Direct-Affiliate-Direct-Paid Search-Display-Affiliate-End",3
"Direct-Affiliate-Direct-Paid Search-Display-Paid Search-End",25
"Direct-Affiliate-Direct-Paid Search-Display-Organic Search-End",8
"Direct-Affiliate-Direct-Paid Search-Affiliate-Direct-End",19
"Direct-Affiliate-Direct-Paid Search-Affiliate-Social-End",12
"Direct-Affiliate-Direct-Paid Search-Affiliate-Display-End",5
"Direct-Affiliate-Direct-Paid Search-Affiliate-Paid Search-End",18
"Direct-Affiliate-Direct-Paid Search-Affiliate-Organic Search-End",1
"Direct-Affiliate-Direct-Paid Search-Organic Search-Direct-End",12
"Direct-Affiliate-Direct-Paid Search-Organic Search-Social-End",2
"Direct-Affiliate-Direct-Paid Search-Organic Search-Paid Search-End",25
"Direct-Affiliate-Direct-Organic Search-Direct-Social-End",8
"Direct-Affiliate-Direct-Organic Search-Direct-Display-End",1
"Direct-Affiliate-Direct-Organic Search-Direct-Affiliate-End",1
"Direct-Affiliate-Direct-Organic Search-Direct-Paid Search-End",28
"Direct-Affiliate-Direct-Organic Search-Direct-Organic Search-End",4
"Direct-Affiliate-Direct-Organic Search-Display-Paid Search-End",1
"Direct-Affiliate-Direct-Organic Search-Display-Organic Search-End",1
"Direct-Affiliate-Direct-Organic Search-Affiliate-Social-End",1
"Direct-Affiliate-Direct-Organic Search-Affiliate-End",4
"Direct-Affiliate-Direct-Organic Search-Paid Search-Direct-End",16
"Direct-Affiliate-Direct-Organic Search-Paid Search-Social-End",18
"Direct-Affiliate-Direct-Organic Search-Paid Search-Display-End",5
"Direct-Affiliate-Direct-Organic Search-Paid Search-Affiliate-End",4
"Direct-Affiliate-Direct-Organic Search-Paid Search-Organic Search-End",22
"Direct-Affiliate-Display-Direct-Display-Direct-End",7
"Direct-Affiliate-Display-Direct-Display-Social-End",4
"Direct-Affiliate-Display-Direct-Display-Affiliate-End",6
"Direct-Affiliate-Display-Direct-Display-Paid Search-End",11
"Direct-Affiliate-Display-Direct-Display-Organic Search-End",2
"Direct-Affiliate-Display-Direct-Affiliate-Direct-End",3
"Direct-Affiliate-Display-Direct-Affiliate-Social-End",2
"Direct-Affiliate-Display-Direct-Affiliate-Display-End",11
"Direct-Affiliate-Display-Direct-Affiliate-Paid Search-End",3
"Direct-Affiliate-Display-Direct-Paid Search-Direct-End",22
"Direct-Affiliate-Display-Direct-Paid Search-Social-End",18
"Direct-Affiliate-Display-Direct-Paid Search-Display-End",9
"Direct-Affiliate-Display-Direct-Paid Search-Affiliate-End",6
"Direct-Affiliate-Display-Direct-Paid Search-Organic Search-End",4
"Direct-Affiliate-Display-Direct-Organic Search-Direct-End",3
"Direct-Affiliate-Display-Direct-Organic Search-Display-End",1
"Direct-Affiliate-Display-Direct-Organic Search-Paid Search-End",5
"Direct-Affiliate-Display-Affiliate-Organic Search-End",4
"Direct-Affiliate-Display-Organic Search-Social-End",8
"Direct-Affiliate-Display-Organic Search-Display-End",2
"Direct-Affiliate-Display-Affiliate-Direct-Social-End",6
"Direct-Affiliate-Display-Affiliate-Direct-Display-End",2
"Direct-Affiliate-Display-Affiliate-Direct-Affiliate-End",2
"Direct-Affiliate-Display-Affiliate-Direct-Paid Search-End",2
"Direct-Affiliate-Display-Affiliate-Display-Direct-End",3
"Direct-Affiliate-Display-Affiliate-Display-Social-End",6
"Direct-Affiliate-Display-Affiliate-Display-Affiliate-End",2
"Direct-Affiliate-Display-Affiliate-Display-Paid Search-End",3
"Direct-Affiliate-Display-Affiliate-Paid Search-Direct-End",5
"Direct-Affiliate-Display-Affiliate-Paid Search-Social-End",9
"Direct-Affiliate-Display-Affiliate-Paid Search-Display-End",3
"Direct-Affiliate-Display-Affiliate-Paid Search-Affiliate-End",1
"Direct-Affiliate-Display-Affiliate-Organic Search-Direct-End",2
"Direct-Affiliate-Display-Affiliate-Organic Search-Social-End",1
"Direct-Affiliate-Display-Paid Search-Direct-Social-End",12
"Direct-Affiliate-Display-Paid Search-Direct-Display-End",20
"Direct-Affiliate-Display-Paid Search-Direct-Affiliate-End",15
"Direct-Affiliate-Display-Paid Search-Direct-Paid Search-End",48
"Direct-Affiliate-Display-Paid Search-Direct-Organic Search-End",8
"Direct-Affiliate-Display-Paid Search-Display-Direct-End",20
"Direct-Affiliate-Display-Paid Search-Display-Social-End",35
"Direct-Affiliate-Display-Paid Search-Display-Affiliate-End",9
"Direct-Affiliate-Display-Paid Search-Display-Paid Search-End",80
"Direct-Affiliate-Display-Paid Search-Display-Organic Search-End",10
"Direct-Affiliate-Display-Paid Search-Affiliate-Direct-End",10
"Direct-Affiliate-Display-Paid Search-Affiliate-Social-End",3
"Direct-Affiliate-Display-Paid Search-Affiliate-Display-End",6
"Direct-Affiliate-Display-Paid Search-Affiliate-Paid Search-End",5
"Direct-Affiliate-Display-Paid Search-Affiliate-Organic Search-End",1
"Direct-Affiliate-Display-Paid Search-Organic Search-Direct-End",7
"Direct-Affiliate-Display-Paid Search-Organic Search-Social-End",4
"Direct-Affiliate-Display-Paid Search-Organic Search-Paid Search-End",29
"Direct-Affiliate-Display-Organic Search-Direct-Social-End",5
"Direct-Affiliate-Display-Organic Search-Direct-Display-End",2
"Direct-Affiliate-Display-Organic Search-Direct-Affiliate-End",3
"Direct-Affiliate-Display-Organic Search-Direct-Paid Search-End",7
"Direct-Affiliate-Display-Organic Search-Display-Social-End",1
"Direct-Affiliate-Display-Organic Search-Affiliate-Social-End",1
"Direct-Affiliate-Display-Organic Search-Paid Search-Direct-End",10
"Direct-Affiliate-Display-Organic Search-Paid Search-Social-End",21
